,0,ngram
"('independence', 'day')",1,independence day
"('lake', 'boating')",1,lake boating
"('inc', 'finger')",1,inc finger
"('court', 'inc')",1,court inc
"('district', 'court')",1,district court
"('state', 'district')",1,state district
"('society', 'united')",1,society united
"('committee', 'art')",1,committee art
"('cornwall', 'independence')",1,cornwall independence
"('soheyla', 'rashidyan')",1,soheyla rashidyan
"('society', 'cornwall')",1,society cornwall
"('julian', 'historical')",1,julian historical
"('rudyard', 'historical')",1,rudyard historical
"('arboretum', 'rudyard')",1,arboretum rudyard
"('curtis', 'arboretum')",1,curtis arboretum
"('friend', 'curtis')",1,friend curtis
"('rashidyan', 'foundation')",1,rashidyan foundation
"('hollister', 'house')",1,hollister house
"('yahweh', 'heart')",1,yahweh heart
"('island', 'aviation')",1,island aviation
"('georgetown', 'cultural')",1,georgetown cultural
"('dickey', 'museum')",1,dickey museum
"('foundation', 'dickey')",1,foundation dickey
"('moonshine', 'heritage')",1,moonshine heritage
"('national', 'moonshine')",1,national moonshine
"('creek', 'military')",1,creek military
"('citizen', 'memorial')",1,citizen memorial
"('cultural', 'citizen')",1,cultural citizen
"('echo', 'georgetown')",1,echo georgetown
"('multipurpose', 'center')",1,multipurpose center
"('fairbury', 'echo')",1,fairbury echo
"('foundation', 'fairbury')",1,foundation fairbury
"('hall', 'charitable')",1,hall charitable
"('mason', 'hall')",1,mason hall
"('com', 'mason')",1,com mason
"('museumwow', 'com')",1,museumwow com
"('corporation', 'museumwow')",1,corporation museumwow
"('museum', 'multipurpose')",1,museum multipurpose
"('southern', 'appalachian')",1,southern appalachian
"('inc', 'yahweh')",1,inc yahweh
"('mccormick', 'school')",1,mccormick school
"('manheim', 'preservation')",1,manheim preservation
"('historic', 'manheim')",1,historic manheim
"('musuem', 'inc')",1,musuem inc
"('railroad', 'musuem')",1,railroad musuem
"('textile', 'railroad')",1,textile railroad
"('bremen', 'textile')",1,bremen textile
"('inc', 'bremen')",1,inc bremen
"('inc', 'mccormick')",1,inc mccormick
"('appalachian', 'radio')",1,appalachian radio
"('archive', 'yadkin')",1,archive yadkin
"('solmitz', 'archive')",1,solmitz archive
"('moritz', 'solmitz')",1,moritz solmitz
"('robert', 'moritz')",1,robert moritz
"('elisabeth', 'robert')",1,elisabeth robert
"('hertha', 'elisabeth')",1,hertha elisabeth
"('inc', 'hertha')",1,inc hertha
"('boating', 'museum')",1,boating museum
"('inc', 'roopville')",1,inc roopville
"('inc', 'taliaferro')",1,inc taliaferro
"('habersham', 'county')",1,habersham county
"('experience', 'foundation')",1,experience foundation
"('presidential', 'experience')",1,presidential experience
"('society', 'presidential')",1,society presidential
"('salle', 'area')",1,salle area
"('la', 'salle')",1,la salle
"('defense', 'la')",1,defense la
"('civil', 'defense')",1,civil defense
"('inc', 'habersham')",1,inc habersham
"('hagerstown', 'aviation')",1,hagerstown aviation
"('marsh', 'association')",1,marsh association
"('magee', 'marsh')",1,magee marsh
"('friend', 'magee')",1,friend magee
"('e', 'inc')",1,e inc
"('humaniti', 'e')",1,humaniti e
"('art', 'humaniti')",1,art humaniti
"('partnership', 'art')",1,partnership art
"('foundation', 'hagerstown')",1,foundation hagerstown
"('inc', 'dorothys')",1,inc dorothys
"('national', 'model')",1,national model
"('discovery', 'foundation')",1,discovery foundation
"('maynard', 'historical')",1,maynard historical
"('inc', 'maynard')",1,inc maynard
"('area', 'child')",1,area child
"('head', 'area')",1,head area
"('hilton', 'head')",1,hilton head
"('sandbox', 'hilton')",1,sandbox hilton
"('foundation', 'sandbox')",1,foundation sandbox
"('wetland', 'discovery')",1,wetland discovery
"('dorothys', 'doll')",1,dorothys doll
"('louisiana', 'wetland')",1,louisiana wetland
"('south', 'louisiana')",1,south louisiana
"('friend', 'south')",1,friend south
"('balloon', 'baltimore')",1,balloon baltimore
"('nfp', 'balloon')",1,nfp balloon
"('demesne', 'nfp')",1,demesne nfp
"('doll', 'demesne')",1,doll demesne
"('inc', 'partnership')",1,inc partnership
"('division', 'national')",1,division national
"('roopville', 'archive')",1,roopville archive
"('dina', 'recanati')",1,dina recanati
"('incorporated', 'rural')",1,incorporated rural
"('world', 'incorporated')",1,world incorporated
"('luna', 'world')",1,luna world
"('de', 'luna')",1,de luna
"('ltd', 'de')",1,ltd de
"('foundation', 'ltd')",1,foundation ltd
"('recanati', 'art')",1,recanati art
"('preserve', 'dina')",1,preserve dina
"('museum', 'poetry')",1,museum poetry
"('archaeological', 'preserve')",1,archaeological preserve
"('spring', 'archaeological')",1,spring archaeological
"('lamb', 'spring')",1,lamb spring
"('inc', 'lamb')",1,inc lamb
"('cultural', 'learning')",1,cultural learning
"('delta', 'farmer')",1,delta farmer
"('inc', 'delta')",1,inc delta
"('rural', 'oklahoma')",1,rural oklahoma
"('poetry', 'inc')",1,poetry inc
"('moment', 'doll')",1,moment doll
"('kregel', 'windmill')",1,kregel windmill
"('enchanted', 'moment')",1,enchanted moment
"('center', 'enchanted')",1,center enchanted
"('chinese', 'history')",1,chinese history
"('museum', 'chinese')",1,museum chinese
"('joss', 'house')",1,joss house
"('company', 'joss')",1,company joss
"('windmill', 'museum')",1,windmill museum
"('inc', 'kregel')",1,inc kregel
"('inc', 'camp')",1,inc camp
"('rolling', 'river')",1,rolling river
"('inc', 'rolling')",1,inc rolling
"('nebraska', 'black')",1,nebraska black
"('museumfoundation', 'nebraska')",1,museumfoundation nebraska
"('historical', 'museumfoundation')",1,historical museumfoundation
"('robert', 'historical')",1,robert historical
"('camp', 'robert')",1,camp robert
"('maril', 'foundation')",1,maril foundation
"('hiram', 'rosenwald')",1,hiram rosenwald
"('age', 'sorrel')",1,age sorrel
"('richmond', 'fredericksburg')",1,richmond fredericksburg
"('county', 'joliet')",1,county joliet
"('kitsap', 'county')",1,kitsap county
"('foundation', 'kitsap')",1,foundation kitsap
"('gardener', 'foundation')",1,gardener foundation
"('change', 'master')",1,change master
"('social', 'change')",1,social change
"('ataraxis', 'museum')",1,ataraxis museum
"('inc', 'ataraxis')",1,inc ataraxis
"('ship', 'association')",1,ship association
"('naval', 'ship')",1,naval ship
"('historic', 'naval')",1,historic naval
"('jacksonville', 'historic')",1,jacksonville historic
"('inc', 'jacksonville')",1,inc jacksonville
"('massachusetts', 'inc')",1,massachusetts inc
"('ofwestern', 'massachusetts')",1,ofwestern massachusetts
"('society', 'ofwestern')",1,society ofwestern
"('montana', 'model')",1,montana model
"('joliet', 'area')",1,joliet area
"('museum', 'meade')",1,museum meade
"('meade', 'county')",1,meade county
"('smart', 'city')",1,smart city
"('caney', 'valley')",1,caney valley
"('inc', 'caney')",1,inc caney
"('culturenow', 'inc')",1,culturenow inc
"('inc', 'culturenow')",1,inc culturenow
"('houston', 'inc')",1,houston inc
"('techstreet', 'houston')",1,techstreet houston
"('city', 'techstreet')",1,city techstreet
"('history', 'smart')",1,history smart
"('historical', 'archaeological')",1,historical archaeological
"('sangamon', 'county')",1,sangamon county
"('inc', 'sangamon')",1,inc sangamon
"('association', 'america')",1,association america
"('tupper', 'family')",1,tupper family
"('societ', 'tupper')",1,societ tupper
"('preservation', 'societ')",1,preservation societ
"('archaeological', 'preservation')",1,archaeological preservation
"('nw', 'montana')",1,nw montana
"('inc', 'nw')",1,inc nw
"('air', 'command')",1,air command
"('international', 'african')",1,international african
"('city', 'old')",1,city old
"('community', 'hidden')",1,community hidden
"('learning', 'community')",1,learning community
"('experience', 'learning')",1,experience learning
"('fame', 'experience')",1,fame experience
"('literary', 'hall')",1,literary hall
"('chicago', 'literary')",1,chicago literary
"('oswego', 'heritage')",1,oswego heritage
"('inc', 'scioto')",1,inc scioto
"('anime', 'art')",1,anime art
"('inc', 'anime')",1,inc anime
"('atlanta', 'pinball')",1,atlanta pinball
"('library', 'daughter')",1,library daughter
"('history', 'library')",1,history library
"('nolen', 'black')",1,nolen black
"('rose', 'nolen')",1,rose nolen
"('old', 'west')",1,old west
"('museum', 'lacis')",1,museum lacis
"('club', 'texas')",1,club texas
"('worldwide', 'hiphop')",1,worldwide hiphop
"('power', 'club')",1,power club
"('river', 'area')",1,river area
"('explorer', 'museum')",1,explorer museum
"('inc', 'explorer')",1,inc explorer
"('limerick', 'inc')",1,limerick inc
"('friend', 'limerick')",1,friend limerick
"('hiphop', 'hall')",1,hiphop hall
"('inc', 'worldwide')",1,inc worldwide
"('lacis', 'museum')",1,lacis museum
"('aerodrome', 'inc')",1,aerodrome inc
"('island', 'aerodrome')",1,island aerodrome
"('plum', 'island')",1,plum island
"('inc', 'plum')",1,inc plum
"('textile', 'inc')",1,textile inc
"('lace', 'textile')",1,lace textile
"('museum', 'lace')",1,museum lace
"('association', 'seacoast')",1,association seacoast
"('seacoast', 'african')",1,seacoast african
"('friend', 'hollybush')",1,friend hollybush
"('museum', 'patriot')",1,museum patriot
"('mississippi', 'river')",1,mississippi river
"('blanco', 'county')",1,blanco county
"('rio', 'blanco')",1,rio blanco
"('foundation', 'rio')",1,foundation rio
"('team', 'foundation')",1,team foundation
"('jet', 'team')",1,jet team
"('patriot', 'jet')",1,patriot jet
"('columbia', 'childrens')",1,columbia childrens
"('cadet', 'air')",1,cadet air
"('bedford', 'fishing')",1,bedford fishing
"('new', 'bedford')",1,new bedford
"('incorporated', 'new')",1,incorporated new
"('center', 'incorporated')",1,center incorporated
"('mountain', 'center')",1,mountain center
"('sandy', 'mountain')",1,sandy mountain
"('exhibition', 'inc')",1,exhibition inc
"('center', 'cadet')",1,center cadet
"('museum', 'wantagh')",1,museum wantagh
"('centre', 'mining')",1,centre mining
"('coulee', 'pioneer')",1,coulee pioneer
"('kentucky', 'native')",1,kentucky native
"('center', 'kentucky')",1,center kentucky
"('california', 'central')",1,california central
"('ranch', 'california')",1,ranch california
"('kearney', 'ranch')",1,kearney ranch
"('g', 'inc')",1,g inc
"('american', 'g')",1,american g
"('history', 'coulee')",1,history coulee
"('wantagh', 'preservation')",1,wantagh preservation
"('allen', 'museum')",1,allen museum
"('mary', 'allen')",1,mary allen
"('corp', 'mary')",1,corp mary
"('foundation', 'non')",1,foundation non
"('vehicle', 'foundation')",1,vehicle foundation
"('electric', 'vehicle')",1,electric vehicle
"('historic', 'electric')",1,historic electric
"('heritage', 'exhibition')",1,heritage exhibition
"('interpretive', 'centre')",1,interpretive centre
"('hollybush', 'inc')",1,hollybush inc
"('warrior', 'inc')",1,warrior inc
"('museum', 'specimen')",1,museum specimen
"('keiki', 'museum')",1,keiki museum
"('hawaii', 'keiki')",1,hawaii keiki
"('center', 'hawaii')",1,center hawaii
"('battleship', 'center')",1,battleship center
"('pacific', 'battleship')",1,pacific battleship
"('center', 'pacific')",1,center pacific
"('dover', 'historial')",1,dover historial
"('museum', 'hannah')",1,museum hannah
"('exposure', 'dover')",1,exposure dover
"('southern', 'exposure')",1,southern exposure
"('fund', 'southern')",1,fund southern
"('legacy', 'fund')",1,legacy fund
"('group', 'legacy')",1,group legacy
"('bombardment', 'group')",1,bombardment group
"('inc', 'bombardment')",1,inc bombardment
"('specimen', 'museum')",1,specimen museum
"('hannah', 'winans')",1,hannah winans
"('pepin', 'interpretive')",1,pepin interpretive
"('canal', 'society')",1,canal society
"('lake', 'pepin')",1,lake pepin
"('aspen', 'foundation')",1,aspen foundation
"('legend', 'aspen')",1,legend aspen
"('flag', 'freedom')",1,flag freedom
"('foundation', 'flag')",1,foundation flag
"('regional', 'foundation')",1,regional foundation
"('inc', 'trail')",1,inc trail
"('foundation', 'canal')",1,foundation canal
"('winans', 'museum')",1,winans museum
"('overfalls', 'maritime')",1,overfalls maritime
"('commission', 'overfalls')",1,commission overfalls
"('waterway', 'commission')",1,waterway commission
"('county', 'waterway')",1,county waterway
"('gallatin', 'county')",1,gallatin county
"('corporation', 'gallatin')",1,corporation gallatin
"('museum', 'nj')",1,museum nj
"('uw', 'military')",1,uw military
"('tr', 'uw')",1,tr uw
"('organization', 'tr')",1,organization tr
"('morton', 'house')",1,morton house
"('dime', 'box')",1,dime box
"('inc', 'dime')",1,inc dime
"('persian', 'society')",1,persian society
"('colorado', 'persian')",1,colorado persian
"('tennessee', 'art')",1,tennessee art
"('cinemakers', 'inc')",1,cinemakers inc
"('first', 'cinemakers')",1,first cinemakers
"('township', 'historic')",1,township historic
"('society', 'belmont')",1,society belmont
"('pemberton', 'township')",1,pemberton township
"('museum', 'pemberton')",1,museum pemberton
"('lost', 'railway')",1,lost railway
"('exhibit', 'lost')",1,exhibit lost
"('saddle', 'museum')",1,saddle museum
"('plastic', 'saddle')",1,plastic saddle
"('traveling', 'plastic')",1,traveling plastic
"('box', 'heritage')",1,box heritage
"('belmont', 'goat')",1,belmont goat
"('inc', 'wyoming')",1,inc wyoming
"('tennessee', 'radio')",1,tennessee radio
"('monroe', 'cultural')",1,monroe cultural
"('karlstad', 'historic')",1,karlstad historic
"('inc', 'karlstad')",1,inc karlstad
"('grand', 'home')",1,grand home
"('marlands', 'grand')",1,marlands grand
"('friend', 'marlands')",1,friend marlands
"('fame', 'wayne')",1,fame wayne
"('museum', 'tennessee')",1,museum tennessee
"('goat', 'south')",1,goat south
"('fame', 'golf')",1,fame golf
"('tay', 'art')",1,tay art
"('mormon', 'tay')",1,mormon tay
"('book', 'mormon')",1,book mormon
"('museum', 'book')",1,museum book
"('tractor', 'machinery')",1,tractor machinery
"('montana', 'antique')",1,montana antique
"('wyoming', 'traveling')",1,wyoming traveling
"('mattoon', 'area')",1,mattoon area
"('country', 'tractor')",1,country tractor
"('historiacal', 'society')",1,historiacal society
"('moreland', 'cultural')",1,moreland cultural
"('war', 'moreland')",1,war moreland
"('red', 'daughter')",1,red daughter
"('kingston', 'red')",1,kingston red
"('greenhouse', 'inc')",1,greenhouse inc
"('sandusky', 'greenhouse')",1,sandusky greenhouse
"('friend', 'sandusky')",1,friend sandusky
"('upton', 'historiacal')",1,upton historiacal
"('museum', 'nursing')",1,museum nursing
"('inc', 'upton')",1,inc upton
"('homeville', 'museum')",1,homeville museum
"('kc', 'homeville')",1,kc homeville
"('hole', 'kc')",1,hole kc
"('rabbit', 'hole')",1,rabbit hole
"('inc', 'rabbit')",1,inc rabbit
"('northfork', 'railroad')",1,northfork railroad
"('alliance', 'museum')",1,alliance museum
"('nursing', 'history')",1,nursing history
"('greater', 'mattoon')",1,greater mattoon
"('museum', 'broadwater')",1,museum broadwater
"('creek', 'valley')",1,creek valley
"('rock', 'creek')",1,rock creek
"('house', 'rock')",1,house rock
"('alumnus', 'house')",1,alumnus house
"('bomber', 'alumnus')",1,bomber alumnus
"('museum', 'bomber')",1,museum bomber
"('broadwater', 'museum')",1,broadwater museum
"('frenchtown', 'heritage')",1,frenchtown heritage
"('foundation', 'pacific')",1,foundation pacific
"('inc', 'frenchtown')",1,inc frenchtown
"('foundatiion', 'inc')",1,foundatiion inc
"('inspirare', 'foundatiion')",1,inspirare foundatiion
"('inc', 'inspirare')",1,inc inspirare
"('quilt', 'heritage')",1,quilt heritage
"('grove', 'inc')",1,grove inc
"('pacific', 'grove')",1,pacific grove
"('old', 'country')",1,old country
"('military', 'firefighter')",1,military firefighter
"('charitable', 'organization')",1,charitable organization
"('museum', 'barnstorming')",1,museum barnstorming
"('nc', 'inc')",1,nc inc
"('southeastern', 'nc')",1,southeastern nc
"('foundation', 'southeastern')",1,foundation southeastern
"('region', 'model')",1,region model
"('lake', 'region')",1,lake region
"('incorporated', 'lake')",1,incorporated lake
"('barnstorming', 'incorporated')",1,barnstorming incorporated
"('international', 'maritime')",1,international maritime
"('ridge', 'heritage')",1,ridge heritage
"('bellingham', 'international')",1,bellingham international
"('museum', 'bellingham')",1,museum bellingham
"('riverside', 'sheriff')",1,riverside sheriff
"('museum', 'riverside')",1,museum riverside
"('copper', 'art')",1,copper art
"('arizona', 'copper')",1,arizona copper
"('study', 'arizona')",1,study arizona
"('inc', 'ridge')",1,inc ridge
"('eddie', 'g')",1,eddie g
"('foundation', 'ancient')",1,foundation ancient
"('vandalia', 'railroad')",1,vandalia railroad
"('blanton', 'charitable')",1,blanton charitable
"('louise', 'blanton')",1,louise blanton
"('rico', 'louise')",1,rico louise
"('puerto', 'rico')",1,puerto rico
"('de', 'puerto')",1,de puerto
"('indumentaria', 'de')",1,indumentaria de
"('la', 'indumentaria')",1,la indumentaria
"('saloon', 'vandalia')",1,saloon vandalia
"('g', 'robinson')",1,g robinson
"('stonewall', 'saloon')",1,stonewall saloon
"('museum', 'stonewall')",1,museum stonewall
"('johnson', 'archive')",1,johnson archive
"('alphonso', 'johnson')",1,alphonso johnson
"('center', 'alphonso')",1,center alphonso
"('university', 'welcome')",1,university welcome
"('robinson', 'university')",1,robinson university
"('american', 'study')",1,american study
"('company', 'foundation')",1,company foundation
"('firefighter', 'heritage')",1,firefighter heritage
"('inc', 'geigertown')",1,inc geigertown
"('alexandria', 'monroe')",1,alexandria monroe
"('inc', 'alexandria')",1,inc alexandria
"('county', 'athletic')",1,county athletic
"('spalding', 'county')",1,spalding county
"('griffin', 'spalding')",1,griffin spalding
"('inc', 'griffin')",1,inc griffin
"('geigertown', 'central')",1,geigertown central
"('project', 'foundation')",1,project foundation
"('society', 'archie')",1,society archie
"('area', 'african')",1,area african
"('clemson', 'area')",1,clemson area
"('art', 'clemson')",1,art clemson
"('music', 'art')",1,music art
"('foundation', 'film')",1,foundation film
"('arpa', 'foundation')",1,arpa foundation
"('foundation', 'arpa')",1,foundation arpa
"('monroe', 'township')",1,monroe township
"('archie', 'edward')",1,archie edward
"('independence', 'fire')",1,independence fire
"('remembered', 'park')",1,remembered park
"('truman', 'independence')",1,truman independence
"('harry', 'truman')",1,harry truman
"('center', 'harry')",1,center harry
"('library', 'center')",1,library center
"('toy', 'library')",1,toy library
"('harrison', 'society')",1,harrison society
"('samuel', 'harrison')",1,samuel harrison
"('responder', 'remembered')",1,responder remembered
"('edward', 'blue')",1,edward blue
"('museum', 'responder')",1,museum responder
"('national', 'blue')",1,national blue
"('paramount', 'classic')",1,paramount classic
"('society', 'paramount')",1,society paramount
"('fresno', 'county')",1,fresno county
"('eastern', 'fresno')",1,eastern fresno
"('blue', 'heritage')",1,blue heritage
"('inc', 'woodland')",1,inc woodland
"('woodland', 'childrens')",1,woodland childrens
"('chicago', 'town')",1,chicago town
"('heritage', 'discovery')",1,heritage discovery
"('simpson', 'county')",1,simpson county
"('park', 'simpson')",1,park simpson
"('field', 'heritage')",1,field heritage
"('scott', 'field')",1,scott field
"('battlefield', 'commission')",1,battlefield commission
"('iuka', 'battlefield')",1,iuka battlefield
"('inc', 'iuka')",1,inc iuka
"('chicago', 'museum')",1,chicago museum
"('inc', 'astoria')",1,inc astoria
"('black', 'chicago')",1,black chicago
"('limbo', 'nature')",1,limbo nature
"('gumbo', 'limbo')",1,gumbo limbo
"('inc', 'gumbo')",1,inc gumbo
"('car', 'inc')",1,car inc
"('dauer', 'museum')",1,dauer museum
"('museum', 'dauer')",1,museum dauer
"('wildlife', 'educational')",1,wildlife educational
"('astoria', 'park')",1,astoria park
"('home', 'textile')",1,home textile
"('volunteer', 'confederate')",1,volunteer confederate
"('honor', 'north')",1,honor north
"('trail', 'honor')",1,trail honor
"('art', 'trail')",1,art trail
"('expression', 'art')",1,expression art
"('documentary', 'expression')",1,documentary expression
"('center', 'documentary')",1,center documentary
"('confederate', 'museum')",1,confederate museum
"('sc', 'volunteer')",1,sc volunteer
"('park', 'recreation')",1,park recreation
"('regiment', 'sc')",1,regiment sc
"('inc', 'regiment')",1,inc regiment
"('franconia', 'museum')",1,franconia museum
"('center', 'franconia')",1,center franconia
"('gallery', 'art')",1,gallery art
"('foundation', 'gallery')",1,foundation gallery
"('recreation', 'community')",1,recreation community
"('textile', 'tool')",1,textile tool
"('civic', 'association')",1,civic association
"('war', 'history')",1,war history
"('nnamdi', 'center')",1,nnamdi center
"('hand', 'childrens')",1,hand childrens
"('inc', 'hand')",1,inc hand
"('southwest', 'heritage')",1,southwest heritage
"('inc', 'southwest')",1,inc southwest
"('brother', 'historical')",1,brother historical
"('bos', 'brother')",1,bos brother
"('art', 'bos')",1,art bos
"('fame', 'nnamdi')",1,fame nnamdi
"('hillsborough', 'orange')",1,hillsborough orange
"('leadville', 'lake')",1,leadville lake
"('inc', 'leadville')",1,inc leadville
"('toney', 'school')",1,toney school
"('inc', 'toney')",1,inc toney
"('vision', 'inc')",1,vision inc
"('comstock', 'vision')",1,comstock vision
"('society', 'comstock')",1,society comstock
"('foundation', 'hillsborough')",1,foundation hillsborough
"('county', 'zelma')",1,county zelma
"('dinsmore', 'civic')",1,dinsmore civic
"('memorial', 'young')",1,memorial young
"('memorabilia', 'dinsmore')",1,memorabilia dinsmore
"('racearena', 'memorabilia')",1,racearena memorabilia
"('fair', 'racearena')",1,fair racearena
"('danbury', 'fair')",1,danbury fair
"('inc', 'danbury')",1,inc danbury
"('ancient', 'cultural')",1,ancient cultural
"('young', 'museum')",1,young museum
"('shiawassee', 'firefighter')",1,shiawassee firefighter
"('zelma', 'basha')",1,zelma basha
"('inc', 'shiawassee')",1,inc shiawassee
"('wayland', 'historical')",1,wayland historical
"('inc', 'wayland')",1,inc wayland
"('woodmere', 'art')",1,woodmere art
"('foundation', 'woodmere')",1,foundation woodmere
"('salmeri', 'art')",1,salmeri art
"('basha', 'salmeri')",1,basha salmeri
"('carolina', 'civil')",1,carolina civil
"('west', 'long')",1,west long
"('kreceuski', 'foundation')",1,kreceuski foundation
"('foundation', 'deadwood')",1,foundation deadwood
"('tu', 'zuochao')",1,tu zuochao
"('corporation', 'tu')",1,corporation tu
"('e', 'brown')",1,e brown
"('fairview', 'e')",1,fairview e
"('inc', 'fairview')",1,inc fairview
"('morgan', 'historical')",1,morgan historical
"('deadwood', 'history')",1,deadwood history
"('kirkwood', 'train')",1,kirkwood train
"('fund', 'wessington')",1,fund wessington
"('historic', 'kirkwood')",1,historic kirkwood
"('bath', 'historical')",1,bath historical
"('west', 'bath')",1,west bath
"('corp', 'west')",1,corp west
"('development', 'corp')",1,development corp
"('rd', 'development')",1,rd development
"('pole', 'rd')",1,pole rd
"('zuochao', 'fund')",1,zuochao fund
"('wessington', 'heritage')",1,wessington heritage
"('society', 'white')",1,society white
"('shadow', 'past')",1,shadow past
"('reunion', 'age')",1,reunion age
"('district', 'reunion')",1,district reunion
"('vinyl', 'district')",1,vinyl district
"('hollywood', 'vinyl')",1,hollywood vinyl
"('pharmacy', 'medical')",1,pharmacy medical
"('inc', 'pharmacy')",1,inc pharmacy
"('past', 'inc')",1,past inc
"('nonprofit', 'shadow')",1,nonprofit shadow
"('society', 'chandler')",1,society chandler
"('prowler', 'nonprofit')",1,prowler nonprofit
"('pacific', 'prowler')",1,pacific prowler
"('ok', 'pacific')",1,ok pacific
"('duncan', 'ok')",1,duncan ok
"('society', 'duncan')",1,society duncan
"('society', 'rock')",1,society rock
"('chandler', 'historical')",1,chandler historical
"('white', 'pole')",1,white pole
"('baseball', 'preservation')",1,baseball preservation
"('branch', 'historical')",1,branch historical
"('frying', 'pan')",1,frying pan
"('association', 'laurel')",1,association laurel
"('numismatic', 'association')",1,numismatic association
"('iowa', 'numismatic')",1,iowa numismatic
"('blanchardville', 'historical')",1,blanchardville historical
"('inc', 'blanchardville')",1,inc blanchardville
"('frm', 'park')",1,frm park
"('pan', 'frm')",1,pan frm
"('friend', 'frying')",1,friend frying
"('highland', 'historical')",1,highland historical
"('supervisor', 'friend')",1,supervisor friend
"('benefactor', 'supervisor')",1,benefactor supervisor
"('founder', 'benefactor')",1,founder benefactor
"('inc', 'founder')",1,inc founder
"('valley', 'ski')",1,valley ski
"('squaw', 'valley')",1,squaw valley
"('fame', 'squaw')",1,fame squaw
"('laurel', 'highland')",1,laurel highland
"('historical', 'village')",1,historical village
"('billing', 'baseball')",1,billing baseball
"('international', 'professional')",1,international professional
"('foundation', 'billing')",1,foundation billing
"('bakersville', 'community')",1,bakersville community
"('museum', 'bakersville')",1,museum bakersville
"('smith', 'air')",1,smith air
"('fort', 'smith')",1,fort smith
"('fame', 'fort')",1,fame fort
"('professional', 'wrestling')",1,professional wrestling
"('bessemer', 'area')",1,bessemer area
"('village', 'incorporated')",1,village incorporated
"('foundation', 'bessemer')",1,foundation bessemer
"('darden', 'foundation')",1,darden foundation
"('joanie', 'darden')",1,joanie darden
"('toby', 'joanie')",1,toby joanie
"('p', 'toby')",1,p toby
"('n', 'p')",1,n p
"('incorporated', 'n')",1,incorporated n
"('colfax', 'historical')",1,colfax historical
"('belarusian', 'kreceuski')",1,belarusian kreceuski
"('town', 'porter')",1,town porter
"('latino', 'americano')",1,latino americano
"('inc', 'shelby')",1,inc shelby
"('myquest', 'child')",1,myquest child
"('inc', 'myquest')",1,inc myquest
"('fountain', 'inn')",1,fountain inn
"('deporte', 'fountain')",1,deporte fountain
"('del', 'deporte')",1,del deporte
"('americano', 'del')",1,americano del
"('fama', 'latino')",1,fama latino
"('automotive', 'foundation')",1,automotive foundation
"('la', 'fama')",1,la fama
"('salon', 'de')",1,salon de
"('art', 'salon')",1,art salon
"('contemporary', 'visual')",1,contemporary visual
"('society', 'oakland')",1,society oakland
"('vicksburg', 'historical')",1,vicksburg historical
"('tunica', 'county')",1,tunica county
"('shelby', 'automotive')",1,shelby automotive
"('twin', 'valley')",1,twin valley
"('surfing', 'heritage')",1,surfing heritage
"('inc', 'uniopolis')",1,inc uniopolis
"('inc', 'french')",1,inc french
"('black', 'museum')",1,black museum
"('reflection', 'black')",1,reflection black
"('foundation', 'reflection')",1,foundation reflection
"('tiburon', 'foundation')",1,tiburon foundation
"('society', 'tiburon')",1,society tiburon
"('uniopolis', 'historical')",1,uniopolis historical
"('school', 'restoration')",1,school restoration
"('inc', 'bostic')",1,inc bostic
"('howard', 'school')",1,howard school
"('foundation', 'howard')",1,foundation howard
"('center', 'heritage')",1,center heritage
"('pittman', 'center')",1,pittman center
"('center', 'pittman')",1,center pittman
"('lincoln', 'center')",1,lincoln center
"('bostic', 'lincoln')",1,bostic lincoln
"('foundation', 'tunica')",1,foundation tunica
"('art', 'surfing')",1,art surfing
"('lick', 'west')",1,lick west
"('inc', 'shannon')",1,inc shannon
"('city', 'celebration')",1,city celebration
"('post', 'city')",1,post city
"('inc', 'post')",1,inc post
"('society', 'school')",1,society school
"('watercolor', 'society')",1,watercolor society
"('mexico', 'watercolor')",1,mexico watercolor
"('shannon', 'air')",1,shannon air
"('brody', 'art')",1,brody art
"('inc', 'labor')",1,inc labor
"('marlene', 'brody')",1,marlene brody
"('museum', 'marlene')",1,museum marlene
"('francis', 'motorcycle')",1,francis motorcycle
"('maxwell', 'battery')",1,maxwell battery
"('association', 'maxwell')",1,association maxwell
"('society', 'submarine')",1,society submarine
"('porter', 'historical')",1,porter historical
"('celebration', 'inc')",1,celebration inc
"('labor', 'museum')",1,labor museum
"('landau', 'center')",1,landau center
"('foundation', 'tri')",1,foundation tri
"('fisher', 'landau')",1,fisher landau
"('mexico', 'fisher')",1,mexico fisher
"('naval', 'air')",1,naval air
"('alameda', 'naval')",1,alameda naval
"('museum', 'alameda')",1,museum alameda
"('state', 'military')",1,state military
"('tri', 'state')",1,tri state
"('pappajohn', 'art')",1,pappajohn art
"('michigan', 'kidstream')",1,michigan kidstream
"('mary', 'pappajohn')",1,mary pappajohn
"('john', 'mary')",1,john mary
"('county', 'john')",1,county john
"('saline', 'county')",1,saline county
"('museum', 'saline')",1,museum saline
"('gann', 'museum')",1,gann museum
"('kidstream', 'gann')",1,kidstream gann
"('french', 'lick')",1,french lick
"('west', 'baden')",1,west baden
"('inc', 'belarusian')",1,inc belarusian
"('academy', 'fine')",1,academy fine
"('haviland', 'heritage')",1,haviland heritage
"('center', 'haviland')",1,center haviland
"('education', 'art')",1,education art
"('place', 'education')",1,place education
"('pack', 'place')",1,pack place
"('museum', 'pack')",1,museum pack
